epoch 	 learning_rate 	 Precision 	 Recall 	 F1 	 ACC1 
24	0.0001	0.948448183684	0.948448	0.948448091842	0.9936	
25	0.0001	0.950138557426	0.950138461538	0.950138509482	0.9924	
26	0.0001	0.951792617977	0.951792592593	0.951792605285	0.9948	
27	0.0001	0.953014419215	0.953014285714	0.953014352465	0.986	
28	0.0001	0.954400138319	0.9544	0.95440006916	0.9932	
29	0.0001	0.955733438334	0.955733333333	0.955733385834	0.9944	
epoch 	 learning_rate 	 Precision 	 Recall 	 F1 	 ACC1 
0	0.0004	0.819220430108	0.8192	0.819210214926	0.8192	
1	0.0004	0.846864155994	0.8468	0.846832076782	0.8744	
2	0.0004	0.865378993485	0.8652	0.865289487486	0.902	
3	0.0004	0.880530281705	0.8803	0.880415125794	0.9256	
4	0.0004	0.893880466882	0.89368	0.8937802222	0.9472	
5	0.0004	0.90561619302	0.905466666667	0.905541423671	0.9644	
6	0.0004	0.915668291921	0.915542857143	0.915605570236	0.976	
7	0.0004	0.923792827581	0.9237	0.923746411458	0.9808	
8	0.0004	0.931229182668	0.931155555556	0.931192367656	0.9908	
9	0.0004	0.937218832166	0.93716	0.93718941516	0.9912	
10	0.0004	0.94212604782	0.942072727273	0.942099386792	0.9912	
11	0.0004	0.94637916953	0.946333333333	0.946356250877	0.9932	
12	0.0004	0.94988655909	0.949846153846	0.949866356038	0.992	
13	0.0004	0.952832388051	0.9528	0.95281619375	0.9912	
14	0.0004	0.955628772734	0.9556	0.955614386151	0.9948	
15	0.0004	0.958126461384	0.9581	0.95811323051	0.9956	
16	0.0004	0.960283312513	0.960258823529	0.960271067865	0.9948	
17	0.0004	0.962131925077	0.962111111111	0.962121517981	0.9936	
18	0.0004	0.963660354524	0.963642105263	0.963651229807	0.9912	
19	0.0004	0.965317428185	0.9653	0.965308714014	0.9968	
20	0.0004	0.966892469249	0.966876190476	0.966884329794	0.9984	
21	0.0004	0.968342343906	0.968327272727	0.968334808258	0.9988	
22	0.0004	0.969474692036	0.969460869565	0.969467780751	0.9944	
23	0.0004	0.970528587247	0.970516666667	0.97052262692	0.9948	
24	0.0004	0.971547009785	0.971536	0.971541504861	0.996	
25	0.0004	0.972471873127	0.972461538462	0.972466705767	0.9956	
26	0.0004	0.973416883954	0.973407407407	0.973412145657	0.998	
27	0.0004	0.974265853863	0.974257142857	0.97426149834	0.9972	
28	0.0004	0.974987443305	0.974979310345	0.974983376808	0.9952	
29	0.0004	0.975740945188	0.975733333333	0.975737139246	0.9976	
