epoch 	 learning_rate 	 Precision 	 Recall 	 F1 	 ACC1 
10	0.0001	0.860503774275	0.85292	0.856695103889	0.85292	
11	0.0001	0.865339273131	0.86468	0.865009510948	0.86468	
12	0.0001	0.864682325664	0.863	0.863840343752	0.863	
13	0.0001	0.863864896846	0.8626	0.863231985059	0.8626	
14	0.0001	0.862178644656	0.85948	0.860827207308	0.85948	
15	0.0001	0.860340157646	0.85964	0.859989936315	0.85964	
16	0.0001	0.855546484483	0.85524	0.855393214788	0.85524	
17	0.0001	0.852878092845	0.8514	0.85213840546	0.8514	
18	0.0001	0.852793845017	0.8472	0.84998771921	0.8472	
19	0.0001	0.844982669333	0.83592	0.840426903753	0.83592	
20	0.0001	0.853750950509	0.8526	0.853175087091	0.8526	
21	0.0001	0.856436437205	0.85528	0.855857827957	0.85528	
22	0.0001	0.858381749348	0.85784	0.858110789169	0.85784	
23	0.0001	0.844708675683	0.83884	0.841764109045	0.83884	
24	0.0001	0.849579555593	0.84328	0.846418056682	0.84328	
25	0.0001	0.855537954047	0.85256	0.854046381092	0.85256	
26	0.0001	0.848966864594	0.83936	0.844136099957	0.83936	
27	0.0001	0.855401658162	0.8554	0.85540082908	0.8554	
28	0.0001	0.856254983036	0.85516	0.855707141227	0.85516	
29	0.0001	0.848470300664	0.84584	0.847153108651	0.84584	
epoch 	 learning_rate 	 Precision 	 Recall 	 F1 	 ACC1 
0	0.0004	0.87401891405	0.87208	0.873048380515	0.87208	
1	0.0004	0.87505877782	0.87348	0.874268676161	0.87348	
2	0.0004	0.871082816744	0.86656	0.868815522274	0.86656	
3	0.0004	0.839593170928	0.81248	0.82581410015	0.81248	
4	0.0004	0.862451778437	0.85784	0.860139707563	0.85784	
5	0.0004	0.858447299539	0.85208	0.855251798891	0.85208	
6	0.0004	0.853353433848	0.85232	0.852836403856	0.85232	
7	0.0004	0.86025867581	0.86024	0.860249337804	0.86024	
8	0.0004	0.857515386489	0.85604	0.856777058084	0.85604	
9	0.0004	0.863480533023	0.86344	0.863460266036	0.86344	
10	0.0004	0.856871850701	0.8566	0.856735903785	0.8566	
11	0.0004	0.865870431054	0.86584	0.865855215259	0.86584	
12	0.0004	0.860061258616	0.85604	0.858045917896	0.85604	
13	0.0004	0.866736322639	0.8666	0.866668155959	0.8666	
14	0.0004	0.859873567189	0.85912	0.859496618421	0.85912	
15	0.0004	0.863956390005	0.86336	0.863658092045	0.86336	
16	0.0004	0.863584121114	0.86352	0.863552059367	0.86352	
17	0.0004	0.863363720845	0.86336	0.863361860418	0.86336	
18	0.0004	0.861986238852	0.86172	0.861853098865	0.86172	
19	0.0004	0.864535330047	0.86448	0.864507664138	0.86448	
20	0.0004	0.860716842525	0.86028	0.86049836582	0.86028	
21	0.0004	0.858589934382	0.85344	0.856007221466	0.85344	
22	0.0004	0.863216497148	0.85916	0.861183471695	0.85916	
23	0.0004	0.86210034621	0.86116	0.861629916542	0.86116	
24	0.0004	0.862072006407	0.85968	0.860874341613	0.85968	
25	0.0004	0.858828135875	0.8572	0.858013295565	0.8572	
26	0.0004	0.86808384116	0.86772	0.867901882447	0.86772	
27	0.0004	0.869061938818	0.86852	0.868790884896	0.86852	
28	0.0004	0.854369777768	0.84988	0.852118974814	0.84988	
29	0.0004	0.862959469842	0.86092	0.861938528503	0.86092	
